datetime, open, high, low, close, tick_volume, normalized_open, normalized_high, normalized_low, normalized_close, normalized_tick_volume, direction
2014-01-01 16:00:00,  0.81918000,  0.82074000,  0.81877000,  0.82004000,1428.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-02 00:00:00,  0.82004000,  0.82334000,  0.81917000,  0.82158000,15526.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-02 08:00:00,  0.82157000,  0.82168000,  0.81385000,  0.81985000,14457.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-02 16:00:00,  0.81984000,  0.82296000,  0.81735000,  0.81850000,10864.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-03 00:00:00,  0.81850000,  0.82576000,  0.81778000,  0.82411000,10539.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-03 08:00:00,  0.82409000,  0.83067000,  0.82391000,  0.82933000,15397.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-03 16:00:00,  0.82936000,  0.83166000,  0.82698000,  0.82708000,10115.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-06 00:00:00,  0.82629000,  0.82814000,  0.82500000,  0.82693000,12105.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-06 08:00:00,  0.82696000,  0.82851000,  0.82534000,  0.82719000,12783.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-06 16:00:00,  0.82739000,  0.83050000,  0.82681000,  0.82879000,11717.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-07 00:00:00,  0.82879000,  0.82954000,  0.82535000,  0.82601000,13590.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-07 08:00:00,  0.82600000,  0.83025000,  0.82575000,  0.82854000,13972.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-07 16:00:00,  0.82854000,  0.83013000,  0.82603000,  0.82788000,11533.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-08 00:00:00,  0.82776000,  0.83004000,  0.82650000,  0.82859000,10047.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-08 08:00:00,  0.82863000,  0.83174000,  0.82662000,  0.83036000,13950.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
